Tweet Text,Label,Clean Tweet,Lenght,Long Number,Short Number,Punctuation,WebSite
"The gop (gang of Putin) is destroying democracy, environment, healthcare for the middle class & poor, enriching the wealthy, perpetrating white supremacy, creating a cesspool in Washington and suppressing the votes. RT @Liz_Cheney: Kamala Harris is a radical liberal who would raise taxes, take away guns &amp; health insurance, and explode the size and power of the federal gov’t. She wants to recreate America in the image of what’s happening on the streets of Portland &amp; Seattle. We won’t give her the chance.",1,the gop gang putin destroy democraci environ healthcar for the middl class poor enrich the wealthi perpetr white supremaci creat cesspool washington and suppress the vote liz cheney kamala harri radic liber who would rais tax take away gun amp health insur and explod the size and power the feder gov she want recreat america the imag what happen the street portland amp seattl won give her the chanc,434,0,0,4.839,0
"Trump has betrayed the trust of the American people in so many ways.He chose Putin over our intelligence service,He did nothing about our troops being bounty and he took money from the military to pay for his GOD awful wall.",0,trump ha betray the trust the american peopl mani way chose putin over our intellig servic did noth about our troop be bounti and took money from the militari pay for hi god aw wall,185,0,0,1.622,0
Russia coronavirus vaccine: Huge majority would NOT take jab | World | News |,1,russia coronaviru vaccin huge major would not take jab world news,64,0,0,6.25,0
"Putin found Covid-19 vaccine, tested on his daughter, declared it with a video and gold price crashed. 2 straight bloody days in cryptomarket too... However, #link has just retraced to $12.50 for its next pump.. What is that mean?",0,putin found covid vaccin test hi daughter declar with video and gold price crash straight bloodi day cryptomarket too howev link ha just retrac for it next pump what that mean,192,0,0,7.292,0
"Russia registers the world's first coronavirus vaccine, Putin says his daughter was given a shot",1,russia regist the world first coronaviru vaccin putin say hi daughter wa given shot,82,0,0,2.439,0
"russia coronavirus vaccine latest update: Russia registers the world's first coronavirus vaccine, Putin says his daughter was given a shot - The Economic Times",1,russia coronaviru vaccin latest updat russia regist the world first coronaviru vaccin putin say hi daughter wa given shot the econom time,136,0,0,2.941,0
1. Vladamir Putin tests vaccine on his daughter🤭 2. North Korea is democracy🤪 3. Soudi Arabia is the safest place for women😆 4. Modi is the savior of India 🤒 5. Donald Trump is not a kid living in an adult's body 🥳,1,vladamir putin test vaccin hi daughter north korea democraci soudi arabia the safest place for women modi the savior india donald trump not kid live adult bodi,172,0,0,3.488,0
"AN EVEN SCARIER SCENARIO, what if Trump decides to BUY the new RUSSIAN VACCINE using the FDA’s appeoval process for a US version as an excuse? Will his desire to win the 2020 election and bask in Putin’s approval, beat his desire for dominance in the global despot stakes?",1,even scarier scenario what trump decid buy the new russian vaccin use the fda appeov process for version excus will hi desir win the elect and bask putin approv beat hi desir for domin the global despot stake,224,0,1,1.786,0
"TRUMP is a nervous wreck because he is looking for his escape route. Does he quit and run to PUTIN, or is quitting something that would piss off PUTIN, who might as well have the KGB take him out. TRUMP has lots of reasons to be scared. US JAIL or PUTIN FALL. RT @gojoesupporters: Trump is very monotone lately . Is he making a feeble attempt at being mature and presidential or is he a nervous wreck because he knows the axe is going to fall on November 3rd ?",0,trump nervou wreck becaus look for hi escap rout doe quit and run putin quit someth that would piss off putin who might well have the kgb take him out trump ha lot reason scare jail putin fall gojoesupport trump veri monoton late make feebl attempt be matur and presidenti nervou wreck becaus know the axe go fall novemb,371,0,0,2.695,0
"That's part of the reason why I can usually predict what PUTIN's going to do, next. We have more in common than I'd be comfortable discussing. But I'm trying not to offend God any more than is absolutely necessary, because I believe in God AND Hell. So I tried to cure diseases,  RT @wmcarterelliott: True. But I'm concerned that in order to regain control of the White House, a few of us crazy bastards may be needed. When the USSR collapsed, I was out of a job, too. I did a keyword jobs-search - Space Lasers in. Out - a company in Georgia that made Space Heaters. 🙄",1,that part the reason whi can usual predict what putin go next have more common than comfort discuss but tri not offend god ani more than absolut necessari becaus believ god and hell tri cure diseas wmcarterelliott true but concern that order regain control the white hous few crazi bastard may need when the ussr collaps wa out job too did keyword job search space laser out compani georgia that made space heater,461,0,0,5.206,1
Russia Becomes First Country To Approve Covid-19 Vaccine: Putin -  #Pakistan,1,russia becom first countri approv covid vaccin putin pakistan,65,0,0,6.154,1
Putin Says Russia Has Approved ‘World’s First’ Coronavirus Vaccine,1,putin say russia ha approv world first coronaviru vaccin,58,0,0,0.0,0
The person who got the vaccine should stay near #COVID19 patient to see if it works 😗,1,the person who got the vaccin should stay near covid patient see work,69,0,0,1.449,0
Russia becomes first country to approve a coronavirus vaccine 'I know it has proven efficient and forms a stable immunity' - President Putin,1,russia becom first countri approv coronaviru vaccin know ha proven effici and form stabl immun presid putin,118,0,0,2.542,1
"45 can say what he wants. The FACT is: HISTORY *will* classify Trump beside Hitler, BinLaden, Hussien, Putin, Stalin, etc. -- A wannabe dictator. AMERICANS. ARE. NOT. EASILY. BROKEN. 🇺🇸 UNITED WE STAND 🇺🇸 #BidenHarris2020 #Beyonce",1,can say what want the fact histori will classifi trump besid hitler binladen hussien putin stalin etc wannab dictat american are not easili broken unit stand bidenharri beyonc,195,0,1,10.256,0
putin c HASHAHSHASHA WTF,0,putin hashahshasha wtf,21,0,0,0.0,0
Putin is literally testing the Russian vaccine on his own daughter.,1,putin liter test the russian vaccin hi own daughter,57,0,0,1.754,0
"According to Trump, Kamala Harris is nasty but Putin is not. WTF is wrong with this picture?",0,accord trump kamala harri nasti but putin not wtf wrong with thi pictur,76,0,0,3.947,0
A much better option than being taken over by Putin. RT @GOP: “The Democrats are being taken over by the radical left.” -@realDonaldTrump,1,much better option than be taken over putin gop the democrat are be taken over the radic left realdonaldtrump,115,0,0,5.217,0
’Why didn’t Putin take it?’: Biomedical doctor explains why Russia’s vaccine ‘is a dangerous thing for them to do’  #SmartNews,0,whi didn putin take biomed doctor explain whi russia vaccin danger thing for them smartnew,106,0,0,2.83,0
"Putin was the first call to congratulate the dictator on his election ""win."" #Belarus RT @ForeignAffairs: Russia has stepped up efforts to deepen its integration with Belarus, writes @DrJMankoff. If Moscow succeeds, what will it mean for regional stability?",1,putin wa the first call congratul the dictat hi elect win belaru foreignaffair russia ha step effort deepen it integr with belaru write drjmankoff moscow succe what will mean for region stabil,219,0,0,5.023,0
Just wondering what propaganda hashtag Putin will have his Bots push about Kamala on twitter by the morning. Stay tuned!,0,just wonder what propaganda hashtag putin will have hi bot push about kamala twitter the morn stay tune,101,0,0,1.98,0
There would be no more fitting garnish to this shit-sandwich of a year than if Vladimir Putin became the hero.,1,there would more fit garnish thi shit sandwich year than vladimir putin becam the hero,91,0,0,2.198,0
"Y'all remember when Russia was disqualified from the Olympics? Putin asked ""what? No"" and they continued participating like nothing happened? Then they had to go and ban them after the games were done? Yes, I would be very willing to try it. RT @SimeonV2: Y’all taking a Russia produced COVID vaccine or nah?",1,all rememb when russia wa disqualifi from the olymp putin ask what and they continu particip like noth happen then they had and ban them after the game were done ye would veri will tri simeonv all take russia produc covid vaccin nah,256,0,0,4.688,0
Meanwhile right wingers aaj kiski concubine bane hai aaj? Trump ya putin?😁😁😁,1,meanwhil right winger aaj kiski concubin bane hai aaj trump putin,65,0,0,3.077,0
Vladimir Putin 🇷🇸 Great Statesman With a Lot Of Neuron And Lots Of Testosterone 👊 @KremlimRusia_E RUSIA.🇷🇸 This Great Country Has The Vaccine Against The Virus 👑🦠 👏👏👏,1,vladimir putin great statesman with lot neuron and lot testosteron kremlimrusia rusia thi great countri ha the vaccin against the viru,139,0,0,2.158,0
Just curious. Does anyone out there believe Donald Trump would beat Vladimir Putin at chess?,0,just curiou doe anyon out there believ donald trump would beat vladimir putin chess,78,0,0,2.564,0
Putin Says Russia Has Registered World’s First Covid-19 Vaccine,1,putin say russia ha regist world first covid vaccin,55,0,0,1.818,0
"Russia Registers World's First COVID-19 Vaccine ZUMA Press Aug. 11, 2020, Moscow, Russia: Russian President Vladimir Putin announced the approval of a coronavirus vaccine for use on Tuesday, claiming it as a ''world first,'' amid continued concern",1,russia regist world first covid vaccin zuma press aug moscow russia russian presid vladimir putin announc the approv coronaviru vaccin for use tuesday claim world first amid continu concern,211,0,1,6.161,0
Is he attacking Putin with this argument? 🤔😏 RT @DisabledEnby: @Garou_Hidalgo @historic_ly Lol Putin is a Stalin fan,1,attack putin with thi argument disabledenbi garou hidalgo histor lol putin stalin fan,99,0,0,7.071,0
